0,-1
1,-1
2,-1
3,-1
4,-1
5,2
6,5
7,5
8,7
9,5
10,0
11,0
12,0
13,0
14,0
15,4
16,5
17,16
18,16
19,5
20,19
21,20
22,20
23,20
24,20
25,20
26,19
27,19
28,2
29,5
30,5
31,30
32,10
33,0
34,12
35,13
36,14
37,16
38,9
39,5
40,5
41,30
42,41
43,41
44,38
45,44
46,5
47,14
48,47
49,47
50,48
51,47
52,47
53,50
54,53
55,51
56,47
57,55
58,57
59,57
60,50
61,51
62,47
63,47
64,51
65,51
66,48
67,47
68,67
69,51
70,69
71,60
72,51
73,47
74,70
75,53
76,69
77,76
78,0
79,0
80,79
81,0
82,5
83,19
84,4
85,19
86,85
87,5
88,26
89,26
90,60
91,26
92,38
93,19
94,19
95,5
96,9
97,5
98,29
99,9
