0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
9,-1
10,-1
11,-1
12,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,12
22,18
23,13
24,22
25,18
26,18
27,2
28,18
29,15
30,2
31,21
32,31
33,31
34,31
35,31
36,31
37,31
38,31
39,31
40,31
41,31
42,31
43,19
44,43
45,21
46,32
47,46
48,47
49,47
50,47
51,47
52,51
53,51
54,53
55,54
56,55
57,55
58,55
59,54
60,59
61,59
62,61
63,62
64,63
65,64
66,65
67,66
68,67
69,68
70,69
71,70
72,71
73,72
74,73
75,74
76,75
77,76
78,77
79,78
80,79
81,80
82,81
83,82
84,83
85,82
86,85
87,86
88,86
89,88
90,88
91,90
92,91
93,92
94,93
95,94
96,95
97,96
98,97
99,98
100,99
101,100
102,101
103,58
104,13
105,36
106,105
107,105
108,105
109,105
110,105
111,105
112,105
113,105
114,105
115,105
116,105
117,105
118,21
119,118
120,21
121,120
122,16
123,122
124,123
125,105
126,105
127,105
128,76
129,31
130,29
131,55
132,131
133,105
134,89
135,105
136,135
137,105
138,46
139,138
140,139
141,105
142,45
143,142
144,18
145,122
146,145
147,146
148,45
149,31
150,50
151,21
152,26
153,105
154,105
155,105
156,105
157,105
158,105
159,105
160,105
161,105
162,105
163,105
164,38
165,13
166,105
167,166
168,167
169,167
170,169
171,169
172,170
173,171
174,64
175,63
176,62
177,61
178,59
179,54
180,53
181,51
182,47
183,46
184,32
185,33
186,34
187,35
188,92
189,91
190,90
191,88
192,86
193,85
194,82
195,81
196,80
197,79
198,78
199,102
200,101
201,100
202,99
203,98
204,97
205,96
206,95
207,94
208,93
209,77
210,76
211,75
212,74
213,73
214,72
215,71
216,70
217,69
218,68
219,67
220,66
221,65
222,187
223,222
224,222
225,224
226,224
227,226
228,226
229,228
230,228
231,230
232,230
233,232
234,232
235,234
236,234
237,236
238,236
239,238
240,238
241,240
242,240
243,169
244,145
245,244
246,105
247,105
248,105
249,105
250,249
251,249
252,251
253,251
254,250
255,251
256,253
257,252
258,257
259,249
260,259
261,259
262,249
263,254
264,251
265,264
266,265
267,264
268,18
269,121
270,105
271,105
272,105
273,105
274,105
275,147
276,105
277,145
278,277
279,166
280,13
281,105
282,16
283,85
284,138
285,105
286,285
287,286
288,287
289,286
290,289
291,290
292,289
293,286
294,290
295,286
296,295
297,285
298,285
299,287
