1,1
2,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
9,11
9,12
9,13
10,14
11,15
12,16
13,17
14,18
15,19
16,20
17,21
18,22
19,23
20,24
21,25
22,26
23,27
24,28
24,29
25,30
26,31
27,32
28,33
28,34
29,35
30,36
31,37
32,38
33,39
34,40
34,41
34,42
34,43
34,44
34,45
34,46
34,47
34,48
35,49
36,50
37,51
38,52
38,53
39,54
39,55
40,56
41,57
42,58
43,59
43,60
44,61
45,62
46,63
47,64
47,65
48,66
49,67
50,68
51,69
52,70
53,71
53,72
53,73
53,74
53,75
54,76
54,77
54,78
55,79
55,80
56,81
56,82
56,83
57,84
58,85
58,86
58,87
58,88
59,89
59,90
59,91
60,92
60,93
60,94
61,95
61,96
61,97
61,98
61,99
62,100
