0,-1
1,-1
2,-1
3,-1
4,-1
5,-1
6,-1
7,-1
8,-1
10,-1
11,-1
13,-1
14,-1
15,-1
16,-1
17,-1
18,-1
19,-1
20,-1
21,-1
22,-1
23,-1
24,-1
25,-1
26,-1
27,-1
28,-1
29,-1
30,-1
31,-1
32,-1
33,-1
34,-1
35,-1
36,-1
37,-1
38,-1
39,-1
40,-1
41,2
42,34
44,34
45,22
46,23
47,46
48,38
50,14
51,22
52,22
54,7
56,39
57,18
58,22
59,34
60,39
61,60
63,7
64,56
65,64
66,65
67,1
68,23
69,3
70,18
71,4
72,39
74,3
75,0
76,75
78,7
79,19
80,79
81,24
86,22
87,69
88,22
89,44
91,34
92,13
93,51
94,60
96,34
97,96
98,97
100,22
102,33
104,2
105,104
113,88
119,7
122,69
123,122
126,51
127,51
129,34
130,129
131,129
133,24
137,24
138,137
139,137
140,139
141,79
143,130
148,7
150,65
151,35
165,143
169,39
187,151
192,151
193,151
198,88
200,4
201,56
225,44
237,96
239,96
240,239
243,4
244,14
245,133
246,133
247,24
248,29
258,13
259,258
260,137
270,104
271,104
347,25
348,347
350,348
351,347
352,347
353,352
354,353
355,354
357,354
358,353
360,353
361,353
362,361
364,361
366,354
367,366
368,367
370,367
371,366
372,371
373,366
374,373
375,374
376,373
377,366
378,354
379,378
380,354
381,380
390,373
391,366
392,378
393,380
414,22
425,2
480,29
